ifim_site_name,ifim_da_sqmi,metric,flow of IFIM_pctChg_10to50% withdrawals,pctchg 20% withdrawal,pctchg  30% withdrawal,pctchg 40 % withdrawal,pctchg 50% withdrawal,pctchg 10% withdrawal,s_adminid,s_ftype,X,s_fstatus,s_admincode,in_dataset_tag,in_timespan,in_xvar,in_yvar,in_sampres,in_quantile,in_station_agg,in_glo,in_ghi,containing_hydrocode,out_p,out_n,out_rsq,out_rsq_adj,out_m,out_b,out_breakpoint,isheadwater,huc8,IFIM.study.HUC8,River.name.or.region,IFIM.site.name.s.,Drainage.area.mi2,MAF,s_name,nt_numblost_10pct,nt_numblost_20pct,nt_numblost_30pct,nt_numblost_40pct,nt_numblost_50pct,nt_pctlost_10pct,nt_pctlost_20pct,nt_pctlost_30pct,nt_pctlost_40pct,nt_pctlost_50pct,flow
Pamunkey Coastal Plain,1078.7,rbs_spawn,Dec,48.34801336,88.63749444,144.3892113,229.4576241,18.94486572,380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.126422083,0.267749947,0.427974265,0.612939666,0.831707302,0.619474369,1.311987796,2.097094766,3.003434248,4.07540633,Dec
Pamunkey Coastal Plain,1078.7,shallow_slow,Dec,27.48391358,59.19062349,66.84180669,75.25078652,12.56048509,380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.126422083,0.267749947,0.427974265,0.612939666,0.831707302,0.619474369,1.311987796,2.097094766,3.003434248,4.07540633,Dec
Pamunkey Coastal Plain,1078.7,shallow_fast,Dec,24.85654766,22.78262314,29.52037638,79.86211886,11.3840532,380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.126422083,0.267749947,0.427974265,0.612939666,0.831707302,0.619474369,1.311987796,2.097094766,3.003434248,4.07540633,Dec
Pamunkey Coastal Plain,1078.7,deep_slow,Dec,7.086807973,10.07156893,13.40479081,18.35755303,3.153006535,380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.126422083,0.267749947,0.427974265,0.612939666,0.831707302,0.619474369,1.311987796,2.097094766,3.003434248,4.07540633,Dec
Pamunkey Coastal Plain,1078.7,deep_fast,Dec,23.34227667,40.34709967,63.93455074,97.45318332,10.87971969,380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.126422083,0.267749947,0.427974265,0.612939666,0.831707302,0.619474369,1.311987796,2.097094766,3.003434248,4.07540633,Dec
Pamunkey Coastal Plain,1078.7,as_juv,Dec,1.366104969,2.123298986,2.985255766,3.692988148,0.691645634,380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.126422083,0.267749947,0.427974265,0.612939666,0.831707302,0.619474369,1.311987796,2.097094766,3.003434248,4.07540633,Dec
Pamunkey Coastal Plain,1078.7,as_spawn,Dec,-18.32688674,-29.61655348,-41.10028161,-53.09630237,-8.773915206,380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.126422083,0.267749947,0.427974265,0.612939666,0.831707302,0.619474369,1.311987796,2.097094766,3.003434248,4.07540633,Dec
Pamunkey Coastal Plain,1078.7,l_rad,Dec,3.446331392,-0.447924903,-5.916984181,-15.16318405,2.223973299,380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.126422083,0.267749947,0.427974265,0.612939666,0.831707302,0.619474369,1.311987796,2.097094766,3.003434248,4.07540633,Dec
Pamunkey Coastal Plain,1078.7,e_comp,Dec,7.352369636,8.751369344,7.983062788,3.933735591,4.009703828,380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.126422083,0.267749947,0.427974265,0.612939666,0.831707302,0.619474369,1.311987796,2.097094766,3.003434248,4.07540633,Dec
Pamunkey Coastal Plain,1078.7,benth_mac,Dec,37.19099033,58.60870506,111.1583243,217.9852542,14.74924589,380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.126422083,0.267749947,0.427974265,0.612939666,0.831707302,0.619474369,1.311987796,2.097094766,3.003434248,4.07540633,Dec
Plains Mill,331.6,riffle,Dec,8.977914242,11.20990908,14.22037354,23.72524531,5.206911861,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.496281307,3.168981498,5.065332569,7.254509219,9.843755634,Dec
Plains Mill,331.6,fast_gen,Dec,-1.843250733,-4.859428222,-8.177759922,-10.41134367,-0.587792177,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.496281307,3.168981498,5.065332569,7.254509219,9.843755634,Dec
Plains Mill,331.6,pool_run,Dec,0.855741513,-0.807058621,-4.023783778,-4.684208647,0.703227826,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.496281307,3.168981498,5.065332569,7.254509219,9.843755634,Dec
Plains Mill,331.6,pool_cov,Dec,4.554025376,9.297085746,16.09814896,17.39536284,1.763121225,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.496281307,3.168981498,5.065332569,7.254509219,9.843755634,Dec
Plains Mill,331.6,alg_mid,Dec,8.588370361,16.33958992,28.1564155,50.6295698,4.364666386,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.496281307,3.168981498,5.065332569,7.254509219,9.843755634,Dec
Rt 648,743.1,riffle,Dec,,,,,,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.350378178,2.859972547,4.57140949,6.547118444,8.883886162,Dec
Rt 648,743.1,fast_gen,Dec,12.20095694,24.69951813,59.87892358,74.19825062,2.967166867,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.350378178,2.859972547,4.57140949,6.547118444,8.883886162,Dec
Rt 648,743.1,pool_run,Dec,6.14085747,9.361175783,12.59228424,15.99995124,3.514993719,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.350378178,2.859972547,4.57140949,6.547118444,8.883886162,Dec
Rt 648,743.1,pool_cov,Dec,-7.35636642,-13.2910022,-19.68380192,-29.59065568,-3.05321044,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.350378178,2.859972547,4.57140949,6.547118444,8.883886162,Dec
Rt 648,743.1,alg_mid,Dec,39.49716188,73.53301577,120.3601869,185.2941913,14.65445818,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.350378178,2.859972547,4.57140949,6.547118444,8.883886162,Dec
Spring Hollow,695.1,riffle,Dec,32.53647042,53.13771914,66.36549674,85.81939507,16.29683132,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.361995047,2.88457597,4.610735852,6.603441194,8.960311372,Dec
Spring Hollow,695.1,fast_gen,Dec,26.69042334,40.5372667,47.90086438,59.22386079,12.87267449,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.361995047,2.88457597,4.610735852,6.603441194,8.960311372,Dec
Spring Hollow,695.1,pool_run,Dec,19.62986067,28.99674384,32.76235291,42.19161283,8.047499313,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.361995047,2.88457597,4.610735852,6.603441194,8.960311372,Dec
Spring Hollow,695.1,pool_cov,Dec,-1.10804254,-5.627735115,-5.750714029,3.362924002,-1.586116185,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.361995047,2.88457597,4.610735852,6.603441194,8.960311372,Dec
Spring Hollow,695.1,alg_mid,Dec,1.207588417,6.898060361,6.117839433,3.410098653,0.651601862,380791,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,13,0.6986,0.6711,3.6024,4.6432,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.379550722,0.803852329,1.284885818,1.840198227,2.496993403,1.361995047,2.88457597,4.610735852,6.603441194,8.960311372,Dec
Staunton,2975,cd_adult,Dec,14.69835041,24.86708421,37.97524517,50.53510456,6.561121108,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,bd_low_grad,Dec,49.54718584,98.63157602,161.754588,292.0853329,21.83299874,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,bd_high_grad,Dec,37.19455503,76.4047318,121.655958,191.1834331,16.50505006,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,shallow_slow,Dec,42.82661672,86.33157187,131.1345239,214.1350797,18.83982469,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,shallow_fast,Dec,45.77295462,75.95466893,147.1085161,211.859761,23.04827839,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,deep_slow,Dec,8.599571507,12.90629518,17.29747488,24.46355179,4.065374525,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,deep_fast,Dec,8.444134468,12.769982,17.02664268,18.76776026,4.222067229,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,as_fry,Dec,-20.93775929,-31.39822637,-41.86430182,-56.71764261,-10.46887964,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,as_juv,Dec,-20.93775929,-31.39822637,-41.86430182,-56.71764261,-10.46887964,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,nh_adult,Dec,8.599571507,12.90629518,17.29747488,24.46355179,4.065374525,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,nh_spawn,Dec,45.84420014,70.08477913,93.44637218,126.5160153,20.97851071,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,nh_yoy,Dec,42.82661672,86.33157187,131.1345239,214.1350797,18.83982469,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,rhg_adult,Dec,-2.875803687,-4.970457784,-7.123890658,-11.06916555,-1.290852023,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,rhg_juv,Dec,8.858898253,13.39882605,17.86510144,17.89641877,4.429449124,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,rhg_yoy,Dec,62.95615407,122.1901643,205.9877166,332.088496,25.18715754,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,rhsh_adult,Dec,-6.690925739,-10.96023567,-15.84155803,-24.46564294,-3.098721187,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,rhsh_juv,Dec,22.95798095,34.86489298,46.48652397,59.07715247,11.47899048,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,rhsh_spawn,Dec,16.49094709,25.26320828,33.6842777,43.358287,7.575337192,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,rhsh_yoy,Dec,29.85936457,51.27711276,73.2917739,99.16168265,13.41890588,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
Staunton,2975,rhsi_adult,Dec,2.288508289,3.454762861,4.606350479,0.433561889,1.144254145,380774,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000008,17,0.7445,0.7275,3.6308,9.7531,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%,0.38254296,0.810189606,1.295015386,1.854705675,2.516678783,0.97768008,2.070633423,3.309721728,4.740144198,6.431974892,Dec
