s_adminid,s_ftype,,s_fstatus,s_admincode,in_dataset_tag,in_timespan,in_xvar,in_yvar,in_sampres,in_quantile,in_station_agg,in_glo,in_ghi,containing_hydrocode,out_p,out_n,out_rsq,out_rsq_adj,out_m,out_b,out_breakpoint,isheadwater,huc8,IFIM study HUC8,River name or region,IFIM site name(s),Drainage area mi2,MAF,s_name
380806,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070005,0,35,0.417,0.3993,2.1764,9.1413,530,1,2070005,2070005,SF IFIM,Lynnwood,1147.3,1247.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
380812,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,97,0.3005,0.2932,1.1999,11.9809,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
380814,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,39,0.4086,0.3926,2.2302,15.5238,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
380814,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,39,0.4086,0.3926,2.2302,15.5238,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
380818,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0.000002,67,0.2978,0.287,1.1359,16.1262,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
380818,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0.000002,67,0.2978,0.287,1.1359,16.1262,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
380818,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0.000002,67,0.2978,0.287,1.1359,16.1262,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
380830,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070008,0,61,0.8321,0.8292,3.7469,10.0009,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
380830,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_dec,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070008,0,61,0.8321,0.8292,3.7469,10.0009,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_dec )_ upper 80%
399149,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,8,0.8894,0.871,0.8984,-1.7259,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399149,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,8,0.8894,0.871,0.8984,-1.7259,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399149,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,8,0.8894,0.871,0.8984,-1.7259,530,1,2070006,2070006,NF IFIM,Laurel Hill,654.1,591.9,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399149,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,0.0004,8,0.8894,0.871,0.8984,-1.7259,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399175,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070008,0,35,0.7662,0.7591,0.5419,0.4826,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399175,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070008,0,35,0.7662,0.7591,0.5419,0.4826,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399180,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,0,56,0.3896,0.3783,0.2708,2.8848,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399180,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,0,56,0.3896,0.3783,0.2708,2.8848,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399180,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,0,56,0.3896,0.3783,0.2708,2.8848,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399139,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_03010102,0.0004,12,0.7279,0.7007,0.737,0.4213,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399139,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_03010102,0.0004,12,0.7279,0.7007,0.737,0.4213,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399161,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070005,0.0602,11,0.3389,0.2655,0.4678,0.7043,530,1,2070005,2070005,SF IFIM,Front Royal,1548.7,1712.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399161,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070005,0.0602,11,0.3389,0.2655,0.4678,0.7043,530,1,2070005,2070005,SF IFIM,Luray,1332.5,1483,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399161,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070005,0.0602,11,0.3389,0.2655,0.4678,0.7043,530,1,2070005,2070005,SF IFIM,Lynnwood,1147.3,1247.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399142,fe_quantreg,,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_05050001,0.0001,20,0.5651,0.5409,0.8491,-0.1668,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399165,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0786,15,0.2189,0.1588,0.2426,2.5565,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399165,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0786,15,0.2189,0.1588,0.2426,2.5565,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399165,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0786,15,0.2189,0.1588,0.2426,2.5565,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399165,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0786,15,0.2189,0.1588,0.2426,2.5565,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399144,fe_quantreg,,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_05050002,0.0041,23,0.3309,0.299,0.4086,1.446,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399167,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080207,0.2522,14,0.1076,0.0332,0.2469,2.9532,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
399167,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080207,0.2522,14,0.1076,0.0332,0.2469,2.9532,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_feb )_ upper 80%
402502,fe_quantreg,,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_05050001,0,21,0.8209,0.8115,0.5924,0.7267,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402521,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,33,0.4395,0.4215,0.323,1.5285,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402521,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,33,0.4395,0.4215,0.323,1.5285,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402521,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,33,0.4395,0.4215,0.323,1.5285,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402521,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,33,0.4395,0.4215,0.323,1.5285,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402498,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_03010102,0,12,0.931,0.9241,0.9806,0.5556,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402498,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_03010102,0,12,0.931,0.9241,0.9806,0.5556,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402504,fe_quantreg,,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_05050002,0.000005,24,0.6205,0.6032,0.508,-0.0024,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402523,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080207,0,29,0.6149,0.6006,0.5259,1.8212,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402523,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080207,0,29,0.6149,0.6006,0.5259,1.8212,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402542,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080201,0.0001,53,0.2619,0.2474,0.2428,1.9874,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402542,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080201,0.0001,53,0.2619,0.2474,0.2428,1.9874,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402542,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080201,0.0001,53,0.2619,0.2474,0.2428,1.9874,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402533,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02070008,0,41,0.7478,0.7413,0.3899,1.2003,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
402533,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02070008,0,41,0.7478,0.7413,0.3899,1.2003,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_feb )_ upper 80%
407542,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080201,0.0401,34,0.1251,0.0978,0.1558,3.4398,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407542,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080201,0.0401,34,0.1251,0.0978,0.1558,3.4398,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407542,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080201,0.0401,34,0.1251,0.0978,0.1558,3.4398,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407545,fe_quantreg,,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_05050001,0.9207,24,0.0005,-0.045,0.0192,4.6946,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407546,fe_quantreg,,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_05050002,0.2917,39,0.03,0.0038,-0.2034,4.7068,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407554,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0003,10,0.8254,0.8036,1.845,-3.9671,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407554,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0003,10,0.8254,0.8036,1.845,-3.9671,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407554,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0003,10,0.8254,0.8036,1.845,-3.9671,530,1,2070006,2070006,NF IFIM,Laurel Hill,654.1,591.9,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407554,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0003,10,0.8254,0.8036,1.845,-3.9671,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407564,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070005,0.093,25,0.1178,0.0795,0.5148,3.2231,530,1,2070005,2070005,SF IFIM,Front Royal,1548.7,1712.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407564,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070005,0.093,25,0.1178,0.0795,0.5148,3.2231,530,1,2070005,2070005,SF IFIM,Luray,1332.5,1483,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407564,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070005,0.093,25,0.1178,0.0795,0.5148,3.2231,530,1,2070005,2070005,SF IFIM,Lynnwood,1147.3,1247.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407568,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.243,83,0.0168,0.0046,0.0763,5.1806,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407568,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.243,83,0.0168,0.0046,0.0763,5.1806,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407568,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.243,83,0.0168,0.0046,0.0763,5.1806,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407568,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.243,83,0.0168,0.0046,0.0763,5.1806,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407570,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080207,0.0005,38,0.2878,0.268,0.481,4.0137,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407570,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080207,0.0005,38,0.2878,0.268,0.481,4.0137,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407576,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070008,0,44,0.5222,0.5109,0.6584,2.8443,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407576,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070008,0,44,0.5222,0.5109,0.6584,2.8443,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407588,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_03010102,0.0964,14,0.2134,0.1478,-0.4292,7.5378,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
407588,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_03010102,0.0964,14,0.2134,0.1478,-0.4292,7.5378,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%
380030,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000001,18,0.7948,0.782,3.7147,8.309,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%
380030,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000001,18,0.7948,0.782,3.7147,8.309,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%
380034,fe_quantreg,,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_05050001,0,31,0.6734,0.6622,2.5254,8.2891,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%
380036,fe_quantreg,,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_05050002,0,34,0.4262,0.4083,1.9559,6.7052,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%
380046,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0011,12,0.6706,0.6376,4.7554,-4.9786,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%
