s_adminid,s_ftype,X,s_fstatus,s_admincode,in_dataset_tag,in_timespan,in_xvar,in_yvar,in_sampres,in_quantile,in_station_agg,in_glo,in_ghi,containing_hydrocode,out_p,out_n,out_rsq,out_rsq_adj,out_m,out_b,out_breakpoint,isheadwater,huc8,IFIM.study.HUC8,River.name.or.region,IFIM.site.name.s.,Drainage.area.mi2,MAF,s_name,nt_numblost_10pct,nt_numblost_20pct,nt_numblost_30pct,nt_numblost_40pct,nt_numblost_50pct,nt_pctlost_10pct,nt_pctlost_20pct,nt_pctlost_30pct,nt_pctlost_40pct,nt_pctlost_50pct
407564,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070005,0.093,25,0.1178,0.0795,0.5148,3.2231,530,1,2070005,2070005,SF IFIM,Lynnwood,1147.3,1247.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%,0.054239593,0.1148743,0.183616261,0.262973031,0.356832169,0.786882368,1.666542015,2.66381787,3.815088355,5.176752328
407568,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.243,83,0.0168,0.0046,0.0763,5.1806,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%,0.008039007,0.017025853,0.027214298,0.038975995,0.05288713,0.14062899,0.297838826,0.476068639,0.681819857,0.925171898
407568,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.243,83,0.0168,0.0046,0.0763,5.1806,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%,0.008039007,0.017025853,0.027214298,0.038975995,0.05288713,0.142588653,0.301989205,0.482702646,0.691321003,0.93806415
407568,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.243,83,0.0168,0.0046,0.0763,5.1806,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%,0.008039007,0.017025853,0.027214298,0.038975995,0.05288713,0.142630029,0.302076836,0.482842717,0.691521612,0.938336359
407568,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.243,83,0.0168,0.0046,0.0763,5.1806,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%,0.008039007,0.017025853,0.027214298,0.038975995,0.05288713,0.142721293,0.302270125,0.483151671,0.691964093,0.938936767
407570,fe_quantreg,NA,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080207,5.00E-04,38,0.2878,0.268,0.481,4.0137,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%,0.050678408,0.107332048,0.171560648,0.245707125,0.333403794,0.675672857,1.431010848,2.287342434,3.275904702,4.445125699
407570,fe_quantreg,NA,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080207,5.00E-04,38,0.2878,0.268,0.481,4.0137,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%,0.050678408,0.107332048,0.171560648,0.245707125,0.333403794,0.676212642,1.432154061,2.289169757,3.278521772,4.448676842
407576,fe_quantreg,NA,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070008,0,44,0.5222,0.5109,0.6584,2.8443,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%,0.069369364,0.146917714,0.234834783,0.336327591,0.456368104,0.76467252,1.619503669,2.588631296,3.707407035,5.030637882
407576,fe_quantreg,NA,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070008,0,44,0.5222,0.5109,0.6584,2.8443,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%,0.069369364,0.146917714,0.234834783,0.336327591,0.456368104,0.764986603,1.620168868,2.589694556,3.708929824,5.032704177
407588,fe_quantreg,NA,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_03010102,0.0964,14,0.2134,0.1478,-0.4292,7.5378,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%,-0.045220733,-0.095773212,-0.153084886,-0.219246358,-0.29749877,-1.123015988,-2.378441052,-3.801724602,-5.444784878,-7.388112717
407588,fe_quantreg,NA,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_03010102,0.0964,14,0.2134,0.1478,-0.4292,7.5378,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_feb )_ upper 80%,-0.045220733,-0.095773212,-0.153084886,-0.219246358,-0.29749877,-1.112328293,-2.35580553,-3.765543752,-5.392967094,-7.317800365
380030,fe_quantreg,NA,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,1.00E-06,18,0.7948,0.782,3.7147,8.309,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.391382708,0.82891135,1.324940414,1.897563945,2.574833832,1.011398884,2.142046641,3.423869349,4.903625067,6.653804609
380030,fe_quantreg,NA,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,1.00E-06,18,0.7948,0.782,3.7147,8.309,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.391382708,0.82891135,1.324940414,1.897563945,2.574833832,1.020227336,2.160744463,3.453756138,4.946428572,6.711885346
380034,fe_quantreg,NA,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_05050001,0,31,0.6734,0.6622,2.5254,8.2891,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.266077446,0.563526724,0.900746903,1.29003903,1.75047389,0.906025955,1.918876801,3.067152384,4.392739261,5.960575766
380036,fe_quantreg,NA,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_05050002,0,34,0.4262,0.4083,1.9559,6.7052,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.206074633,0.436446472,0.697620523,0.999123838,1.35572657,0.87847536,1.86052726,2.973885879,4.259164079,5.779325537
380046,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0011,12,0.6706,0.6376,4.7554,-4.9786,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.501031396,1.061136844,1.696132028,2.429180171,3.296192102,1.927405593,4.08206173,6.52480939,9.344754609,12.6800419
380046,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0011,12,0.6706,0.6376,4.7554,-4.9786,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.501031396,1.061136844,1.696132028,2.429180171,3.296192102,1.951158889,4.132368952,6.605220969,9.45991912,12.8363104
380046,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0011,12,0.6706,0.6376,4.7554,-4.9786,530,1,2070006,2070006,NF IFIM,Laurel Hill,654.1,591.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.501031396,1.061136844,1.696132028,2.429180171,3.296192102,1.974373816,4.18153596,6.683810019,9.572473425,12.98903707
380046,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0011,12,0.6706,0.6376,4.7554,-4.9786,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.501031396,1.061136844,1.696132028,2.429180171,3.296192102,2.239027921,4.742048184,7.579738514,10.85561159,14.73014707
380060,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070005,7.00E-06,35,0.4643,0.448,3.9697,-1.7544,530,1,2070005,2070005,SF IFIM,Front Royal,1548.7,1712.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.418249639,0.885812956,1.415892525,2.027824479,2.751586363,1.504316704,3.185999703,5.092534643,7.293467707,9.896619008
380060,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070005,7.00E-06,35,0.4643,0.448,3.9697,-1.7544,530,1,2070005,2070005,SF IFIM,Luray,1332.5,1483,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.418249639,0.885812956,1.415892525,2.027824479,2.751586363,1.535895654,3.252880916,5.19943826,7.4465738,10.10437103
380060,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070005,7.00E-06,35,0.4643,0.448,3.9697,-1.7544,530,1,2070005,2070005,SF IFIM,Lynnwood,1147.3,1247.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.418249639,0.885812956,1.415892525,2.027824479,2.751586363,1.575651927,3.337080922,5.334024415,7.639326493,10.36592014
380066,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,94,0.3082,0.3007,1.7525,8.0843,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.184644304,0.391059074,0.625072839,0.895221906,1.214740434,0.905458912,1.917675857,3.065232783,4.389990031,5.956845294
380066,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,94,0.3082,0.3007,1.7525,8.0843,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.184644304,0.391059074,0.625072839,0.895221906,1.214740434,0.993360566,2.103843201,3.362804578,4.816168826,6.535133884
380066,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,94,0.3082,0.3007,1.7525,8.0843,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.184644304,0.391059074,0.625072839,0.895221906,1.214740434,0.995372215,2.108103682,3.369614574,4.825922021,6.548368146
380066,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,94,0.3082,0.3007,1.7525,8.0843,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.184644304,0.391059074,0.625072839,0.895221906,1.214740434,0.999834042,2.117553406,3.38471911,4.84755456,6.577721671
380068,fe_quantreg,NA,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,2.00E-06,42,0.4357,0.4216,2.1539,12.2575,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.226936015,0.480628895,0.768242162,1.100267311,1.492969712,0.814237895,1.724478418,2.756424013,3.947717774,5.356719236
380068,fe_quantreg,NA,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,2.00E-06,42,0.4357,0.4216,2.1539,12.2575,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.226936015,0.480628895,0.768242162,1.100267311,1.492969712,0.815021904,1.726138876,2.759078106,3.951518935,5.36187709
380070,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,66,0.3478,0.3376,1.4671,13.4456,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.154574413,0.327373904,0.52327781,0.749432273,1.016916229,0.666473129,1.411526698,2.25619877,3.231301115,4.384602403
380070,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,66,0.3478,0.3376,1.4671,13.4456,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.154574413,0.327373904,0.52327781,0.749432273,1.016916229,0.693944108,1.46970762,2.349195753,3.364490291,4.565328854
380070,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,66,0.3478,0.3376,1.4671,13.4456,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.154574413,0.327373904,0.52327781,0.749432273,1.016916229,0.730200204,1.546494583,2.471932823,3.540272867,4.803850946
380082,fe_quantreg,NA,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070008,0,59,0.8686,0.8663,4.0061,4.4246,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.422084762,0.893935381,1.428875493,2.046418531,2.77681692,0.997452362,2.112509234,3.376656453,4.836007318,6.562053041
380082,fe_quantreg,NA,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_feb,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070008,0,59,0.8686,0.8663,4.0061,4.4246,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_feb )_ upper 80%,0.422084762,0.893935381,1.428875493,2.046418531,2.77681692,0.997986843,2.113641214,3.378465822,4.838598675,6.565569293
399121,fe_quantreg,NA,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080207,0.1116,15,0.183,0.1202,0.3184,2.6684,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.033546788,0.071048907,0.113565302,0.162646879,0.220698062,0.674109533,1.427699876,2.282050144,3.268325146,4.434840882
399121,fe_quantreg,NA,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080207,0.1116,15,0.183,0.1202,0.3184,2.6684,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.033546788,0.071048907,0.113565302,0.162646879,0.220698062,0.674646822,1.428837803,2.283869018,3.270930115,4.438375605
399097,fe_quantreg,NA,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_05050002,0.0019,21,0.4051,0.3738,0.4677,1.44,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.049277113,0.104364239,0.166816871,0.238913144,0.324184936,0.904827115,1.916337771,3.063093972,4.386926852,5.952688818
399102,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,1.00E-04,9,0.9105,0.8977,0.7814,-0.7986,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.082328707,0.174364371,0.278705801,0.399159142,0.541625207,1.91865744,4.063533975,6.495194435,9.302340423,12.62248943
399102,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,1.00E-04,9,0.9105,0.8977,0.7814,-0.7986,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.082328707,0.174364371,0.278705801,0.399159142,0.541625207,1.942194285,4.113382773,6.574873267,9.4164555,12.77733394
399102,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,1.00E-04,9,0.9105,0.8977,0.7814,-0.7986,530,1,2070006,2070006,NF IFIM,Laurel Hill,654.1,591.9,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.082328707,0.174364371,0.278705801,0.399159142,0.541625207,1.965195123,4.16209636,6.652737564,9.527971823,12.92865216
399102,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,1.00E-04,9,0.9105,0.8977,0.7814,-0.7986,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.082328707,0.174364371,0.278705801,0.399159142,0.541625207,2.227230949,4.717063318,7.539802449,10.79841563,14.65253699
399130,fe_quantreg,NA,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070008,0,34,0.8165,0.8107,0.5036,0.8781,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.053059556,0.112375092,0.179621502,0.257251784,0.34906892,0.940538992,1.99197213,3.183988709,4.56007086,6.187630598
399130,fe_quantreg,NA,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070008,0,34,0.8165,0.8107,0.5036,0.8781,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.053059556,0.112375092,0.179621502,0.257251784,0.34906892,0.941014205,1.992978586,3.185597439,4.562374864,6.190756936
399137,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,4.00E-06,57,0.3203,0.308,0.2343,3.146,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.024685969,0.052282534,0.083568939,0.119686444,0.162404384,0.524935122,1.111762662,1.777052856,2.545074021,3.453450257
399137,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,4.00E-06,57,0.3203,0.308,0.2343,3.146,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.024685969,0.052282534,0.083568939,0.119686444,0.162404384,0.541829222,1.147542759,1.834244131,2.626982686,3.564593391
399137,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,4.00E-06,57,0.3203,0.308,0.2343,3.146,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.024685969,0.052282534,0.083568939,0.119686444,0.162404384,0.563682237,1.193825367,1.908222726,2.732933953,3.708360301
399078,fe_quantreg,NA,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_03010102,5.00E-04,11,0.7541,0.7267,0.8321,0.1804,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.087670485,0.185677749,0.296789221,0.425058002,0.576767769,1.254692488,2.657319357,4.247486548,6.08319985,8.254387855
399078,fe_quantreg,NA,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_03010102,5.00E-04,11,0.7541,0.7267,0.8321,0.1804,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.087670485,0.185677749,0.296789221,0.425058002,0.576767769,1.268307784,2.686155258,4.29357815,6.149211695,8.343960347
399114,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070005,4.00E-06,17,0.7661,0.7505,0.5632,0.3271,530,1,2070005,2070005,SF IFIM,Front Royal,1548.7,1712.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.059339042,0.125674448,0.200879328,0.287696991,0.390380492,1.312639507,2.78004563,4.443653484,6.364147808,8.63561048
399114,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070005,4.00E-06,17,0.7661,0.7505,0.5632,0.3271,530,1,2070005,2070005,SF IFIM,Luray,1332.5,1483,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.059339042,0.125674448,0.200879328,0.287696991,0.390380492,1.336619551,2.830833083,4.52483267,6.480411675,8.793370717
399114,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070005,4.00E-06,17,0.7661,0.7505,0.5632,0.3271,530,1,2070005,2070005,SF IFIM,Lynnwood,1147.3,1247.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.059339042,0.125674448,0.200879328,0.287696991,0.390380492,1.366627876,2.894387861,4.626419281,6.625902814,8.990789891
399081,fe_quantreg,NA,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_05050001,5.00E-06,19,0.7178,0.7012,0.6834,1.0627,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.072003376,0.152496303,0.243751657,0.349098231,0.473696783,1.064076741,2.253613333,3.602198694,5.159026239,7.000362405
399119,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0057,17,0.4086,0.3692,0.3712,1.7701,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.039109823,0.082830886,0.132397739,0.189618472,0.257296233,0.893512412,1.892374306,3.024790525,4.332069109,5.878251499
399119,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0057,17,0.4086,0.3692,0.3712,1.7701,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.039109823,0.082830886,0.132397739,0.189618472,0.257296233,0.979000346,2.07342962,3.314191197,4.746545319,6.440660672
399119,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0057,17,0.4086,0.3692,0.3712,1.7701,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.039109823,0.082830886,0.132397739,0.189618472,0.257296233,0.980954196,2.077567689,3.320805529,4.756018287,6.453514689
399119,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0057,17,0.4086,0.3692,0.3712,1.7701,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_jan )_ upper 80%,0.039109823,0.082830886,0.132397739,0.189618472,0.257296233,0.985287418,2.086745041,3.335474703,4.777027303,6.482022147
402451,fe_quantreg,NA,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_jan,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_05050001,0,20,0.8276,0.818,0.597,0.9481,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_jan )_ upper 80%,0.062900228,0.1332167,0.212934942,0.304962897,0.413808867,1.060532755,2.246107507,3.590201305,5.141843721,6.97704718
